Résultat expérience
(0.0137, 0.0052, -0.0001, 0.9999)
(0.0177, 0.0072, -0.0001, 0.9998)
(0.0216, 0.0092, -0.0002, 0.9997)
(0.0262, 0.0118, -0.0003, 0.9996)
(0.0281, 0.0131, -0.0004, 0.9995)
(0.0340, 0.0170, -0.0006, 0.9993)
(0.0360, 0.0190, -0.0007, 0.9992)
(0.0379, 0.0203, -0.0008, 0.9991)
(0.0399, 0.0216, -0.0009, 0.9990)
(0.0419, 0.0242, -0.0010, 0.9988)
(0.0432, 0.0255, -0.0011, 0.9987)
(0.0432, 0.0268, -0.0012, 0.9987)
(0.0438, 0.0275, -0.0012, 0.9987)
(0.0438, 0.0275, -0.0012, 0.9987)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0445, 0.0275, -0.0012, 0.9986)
(0.0392, 0.0229, -0.0009, 0.9990)
(0.0124, -0.0013, 0.0000, 0.9999)
(-0.0399, -0.0412, -0.0016, 0.9984)
(-0.0594, -0.0607, -0.0036, 0.9964)
(-0.1058, -0.1111, -0.0119, 0.9881)
(-0.1179, -0.1244, -0.0149, 0.9851)
(-0.1224, -0.1282, -0.0159, 0.9840)
(-0.1236, -0.1295, -0.0163, 0.9837)
(-0.1236, -0.1295, -0.0163, 0.9837)
(-0.1236, -0.1295, -0.0163, 0.9837)
(-0.1236, -0.1295, -0.0163, 0.9837)
(-0.1236, -0.1295, -0.0163, 0.9837)
(-0.1236, -0.1295, -0.0163, 0.9837)
(-0.1236, -0.1295, -0.0163, 0.9837)
(-0.1236, -0.1302, -0.0164, 0.9836)
(-0.1248, -0.1353, -0.0172, 0.9828)
(-0.1260, -0.1423, -0.0183, 0.9816)
(-0.1259, -0.1455, -0.0187, 0.9811)
(-0.1304, -0.1755, -0.0235, 0.9755)
(-0.1318, -0.1940, -0.0263, 0.9718)
(-0.1330, -0.2199, -0.0303, 0.9659)
(-0.1326, -0.2300, -0.0317, 0.9636)
(-0.1326, -0.2306, -0.0317, 0.9634)
(-0.1326, -0.2319, -0.0319, 0.9631)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
(-0.1326, -0.2325, -0.0320, 0.9630)
