(-13.33401, 0.1754358, 26.8612)
(-14.24173, 0.2932071, 26.39457)
(-14.92976, 0.4895159, 26.01618)
(-16.33866, 0.764383, 25.15934)
(-16.73199, 0.8036519, 24.89984)
(-16.99205, 0.8821906, 24.7236)
(-17.31422, 0.8821906, 24.49906)
(-17.76026, 0.8821906, 24.17766)
(-19.03165, 0.8821906, 23.19014)
(-20.21924, 0.8821906, 22.16232)
(-20.62197, 0.8821906, 21.78808)
(-21.07384, 0.9214603, 21.35152)
(-21.07384, 0.9214603, 21.35152)
(-21.10177, 0.9214603, 21.32391)
(-20.73591, 0.9607301, 21.67995)
(-19.69163, 0.9607301, 22.63268)
(-15.9419, 1.07854, 25.41357)
(-13.86402, 1.07854, 26.60419)
(7.991897, 1.07854, 28.9158)
(12.55975, 1.07854, 27.2442)
(16.1741, 1.07854, 25.26643)
(16.1741, 1.07854, 25.26643)
(17.34636, 1.07854, 24.47647)
(17.41037, 1.07854, 24.43098)
(17.44226, 1.11781, 24.40806)
(17.4741, 1.157079, 24.38506)
(17.50587, 1.196348, 24.36198)
(17.66409, 1.353421, 24.24572)
(17.69582, 1.353421, 24.22258)
(17.79051, 1.392688, 24.15251)
(18.04139, 1.510484, 23.96347)
(18.29092, 1.549748, 23.77268)
(18.90544, 1.667533, 23.28388)
(19.74338, 1.824564, 22.57253)
(20.41237, 1.903072, 21.96633)
(22.90455, 2.648505, 19.30451)
(23.7173, 3.11881, 18.2483)
(23.83172, 3.197146, 18.08926)
(24.44459, 4.252995, 17.08451)
(24.63865, 4.759997, 16.69729)
(25.03295, 5.886865, 15.79461)
(25.33919, 6.775659, 14.98556)
(25.53209, 7.314154, 14.43065)
(26.03526, 8.498726, 12.88156)
(26.05118, 8.574747, 12.80465)
(26.16202, 8.802496, 12.43663)
(26.2082, 8.878305, 12.29076)
(26.228, 8.99192, 12.17462)
(26.24391, 8.99192, 12.14028)
(26.24391, 8.99192, 12.14028)
(26.27837, 9.105412, 11.98958)
(26.35225, 9.181002, 11.77413)
(26.3687, 9.294283, 11.65748)
(26.4043, 9.332015, 11.54948)
(26.4043, 9.332015, 11.54948)
(26.44429, 9.407436, 11.40239)
(26.44429, 9.407436, 11.40239)
(26.44429, 9.407436, 11.40239)
(26.44429, 9.407436, 11.40239)
(26.43417, 9.445127, 11.39802)
(26.48354, 9.746113, 11.05115)
(26.51742, 10.12099, 10.65993)
(26.51177, 10.23316, 10.57711)
(26.52142, 10.38248, 10.42033)
(26.52142, 10.38248, 10.42033)
(26.52142, 10.38248, 10.42033)
(26.52142, 10.38248, 10.42033)
(26.52142, 10.38248, 10.42033)
(26.52142, 10.38248, 10.42033)
(26.52142, 10.38248, 10.42033)
(26.52142, 10.38248, 10.42033)
(26.52142, 10.38248, 10.42033)
(26.52142, 10.38248, 10.42033)
(26.52142, 10.38248, 10.42033)
(26.52142, 10.38248, 10.42033)
(26.49169, 10.34517, 10.52892)
(26.45602, 10.23315, 10.71578)
(26.45315, 10.19578, 10.75494)
(26.39, 10.12099, 10.97157)
(26.3541, 10.04614, 11.11884)
(26.28351, 9.933743, 11.37388)
(26.23865, 9.933743, 11.47701)
(25.98627, 9.670954, 12.22819)
(25.9098, 9.595737, 12.44169)
(25.80142, 9.445127, 12.76585)
(25.703, 9.369734, 13.01167)
(25.38402, 9.105412, 13.78238)
(25.24755, 9.067595, 14.05259)
(24.9377, 9.029765, 14.61622)
(24.8415, 9.029765, 14.77913)
(23.63094, 8.916192, 16.70068)
(22.86451, 8.916192, 17.73551)
(21.6807, 8.916191, 19.16458)
(19.91874, 8.916191, 20.98995)
(19.58658, 8.916192, 21.30023)
(18.70636, 8.916192, 22.07728)
(18.44497, 8.916192, 22.29612)
(18.0333, 8.916192, 22.63038)
(17.91456, 8.916192, 22.72449)
(17.70559, 8.916192, 22.88768)
(17.58551, 8.916192, 22.98008)
(17.43473, 8.916192, 23.09468)
(17.25281, 8.916192, 23.2309)
(17.16145, 8.916192, 23.29847)
(17.06982, 8.916192, 23.36568)
(16.94724, 8.916191, 23.45474)
(16.76251, 8.916192, 23.58712)
(16.63878, 8.916191, 23.67456)
(15.47309, 8.916193, 24.45235)
(15.0871, 8.916192, 24.69237)
(14.43556, 8.916192, 25.07885)
(14.10605, 8.916191, 25.26565)
(13.97357, 8.916193, 25.33917)
(13.23816, 8.916192, 25.73101)
(13.00183, 8.916192, 25.85123)
(12.73948, 8.840408, 26.00449)
(12.73948, 8.840408, 26.00449)
(12.26082, 8.84041, 26.23357)
(11.77803, 8.840408, 26.45385)
(11.67405, 8.840408, 26.4999)
(11.5699, 8.84041, 26.54553)
(11.5699, 8.84041, 26.54553)
(11.29925, 8.764573, 26.68405)
(10.91387, 8.764573, 26.84397)
(10.66745, 8.764573, 26.94285)
(9.851566, 8.764573, 27.25175)
(9.744473, 8.764572, 27.29023)
(8.990705, 8.764573, 27.54775)
(8.342109, 8.726635, 27.76163)
(8.014479, 8.726634, 27.85798)
(8.014479, 8.726634, 27.85798)
(7.795437, 8.726634, 27.92007)
(7.795437, 8.726634, 27.92007)
(7.795437, 8.726634, 27.92007)
(7.758884, 8.726633, 27.93025)
(7.685737, 8.726634, 27.95047)
(7.541909, 8.688684, 28.00007)
(7.431894, 8.688683, 28.02947)
(7.321767, 8.688684, 28.05844)
(7.174752, 8.688683, 28.09639)
(6.990708, 8.688682, 28.14275)
(5.694467, 8.688683, 28.43338)
(3.747376, 8.688683, 28.75485)
(2.615577, 8.688684, 28.8798)
(1.896574, 8.688683, 28.93591)
(-2.275143, 8.688683, 28.90861)
(-4.348722, 8.688683, 28.67007)
(-6.473794, 8.688682, 28.26613)
(-8.017242, 8.688683, 27.86769)
(-9.500608, 8.688684, 27.39749)
(-11.93721, 8.650718, 26.43803)
(-12.63386, 8.574749, 26.13443)
(-13.11957, 8.498728, 25.91613)
(-13.67318, 8.384601, 25.66149)
(-14.07456, 8.384601, 25.44355)
(-14.34023, 8.384601, 25.29477)
(-14.58471, 8.536745, 25.10944)
(-14.40943, 10.75467, 24.43798)
(-11.74572, 13.95077, 24.37859)
(-8.425604, 16.60794, 24.19507)
(-5.036496, 18.69704, 23.69491)
(-0.02808305, 21.96183, 21.46162)
(1.285902, 22.92275, 20.43868)
(1.487205, 23.08291, 20.25175)
(1.65116, 23.3206, 19.97659)
(1.719487, 23.42525, 19.85325)
(2.090502, 23.78666, 19.40098)
(2.185347, 23.83767, 19.33043)
(2.461832, 24.01496, 19.08537)
(2.694424, 24.1154, 18.93194)
(3.511645, 24.21521, 18.67411)
(4.689167, 24.48639, 18.06657)
(5.779666, 24.63226, 17.55311)
(9.462986, 25.22426, 14.9545)
(10.81024, 25.47656, 13.56601)
(12.38854, 25.63448, 11.81806)
(13.5423, 25.63448, 10.47611)
(14.08477, 25.63448, 9.734571)
(15.80174, 25.40826, 7.385255)
(16.38762, 25.08453, 7.168083)
(16.65491, 24.91962, 7.103914)
(17.39202, 24.46194, 6.859656)
(18.14463, 24.04012, 6.318617)
(18.66955, 23.73549, 5.877525)
(19.8619, 23.02968, 4.494277)
(20.68923, 22.51644, 2.999786)
(21.23453, 22.10184, 1.951166)
(21.47399, 21.90557, 1.351019)
(22.51835, 20.662, -2.515899)
(22.66017, 20.39371, -3.225033)
(22.89656, 19.84908, -4.52327)
(23.03632, 19.35617, -5.690256)
(23.03632, 19.35617, -5.690256)
(22.95062, 18.91826, -7.225303)
(22.81118, 18.47433, -8.619633)
(22.36435, 18.02454, -10.48814)
(21.94732, 17.56903, -11.99094)
(21.94732, 17.56903, -11.99094)
(20.99303, 17.37209, -13.82922)
(19.26146, 18.34641, -15.10293)
(17.9482, 19.44921, -15.41067)
(17.37044, 19.94059, -15.47651)
(17.17638, 20.09245, -15.50646)
(16.42352, 20.48344, -15.83235)
(16.42352, 20.48344, -15.83235)
(16.43941, 20.42365, -15.88923)
(16.98295, 19.57282, -16.32881)
(16.98295, 19.57282, -16.32881)
(20.72453, 16.06797, -15.6029)
(25.36288, 11.01421, -12.5076)
(27.24335, 9.369735, -9.36736)
(28.16347, 8.422657, -7.191885)
(28.87788, 7.46763, -4.923235)
(27.92795, 5.964341, 9.766539)
(26.46636, 5.964341, 13.22448)
(23.6598, 5.964341, 17.76427)
(22.74727, 5.964341, 18.91869)
(17.2649, 5.964342, 24.02662)
(14.20024, 6.196557, 25.9104)
(6.429687, 7.429277, 28.58887)
(3.092921, 7.77404, 29.06108)
(-6.742893, 9.105413, 28.08622)
(-6.742893, 9.105413, 28.08622)
(-11.2843, 9.821212, 26.36002)
(-12.80098, 9.933744, 25.6188)
(-16.14672, 10.34518, 23.49364)
(-17.59657, 10.45705, 22.38135)
(-19.57068, 10.45705, 20.67735)
(-21.17026, 10.60599, 18.96168)
(-21.99292, 10.60599, 18.00101)
(-26.86402, 10.60599, 9.276267)
(-27.67807, 10.60599, 6.45363)
(-28.27998, 10.60599, 2.822729)
(-28.41853, 10.60599, 0.334824)
(-28.41853, 10.60599, 0.334824)
(-28.40142, 10.60599, -1.041426)
(-28.40142, 10.60599, -1.041426)
(-28.40142, 10.60599, -1.041426)
(-28.40142, 10.60599, -1.041426)
(-28.40142, 10.60599, -1.041426)
(-28.40142, 10.60599, -1.041426)
(-28.40142, 10.60599, -1.041426)
(-28.40593, 10.64319, -0.3346559)
(-28.4073, 10.64319, -0.1859167)
(-28.38234, 10.71753, -0.1114461)
(-28.2131, 11.19908, 1.089647E-05)
(-26.77122, 14.1629, -3.168572)
(-25.1413, 16.54081, -5.1379)
(-24.02007, 18.08915, -5.567545)
(-23.38891, 18.91826, -5.647564)
(-23.29, 19.044, -5.655955)
(-22.40203, 20.15296, -5.595826)
(-22.03858, 20.5431, -5.689297)
(-21.51574, 21.01549, -6.037663)
(-20.85084, 21.5936, -6.414546)
(-20.55853, 21.84917, -6.531414)
(-20.55853, 21.84917, -6.531414)
(-20.43712, 21.96183, -6.551798)
(-20.43712, 21.96183, -6.551798)
(-20.41097, 21.9899, -6.543412)
(-20.38479, 22.01794, -6.53502)
(-20.38479, 22.01794, -6.53502)
(-20.33232, 22.07391, -6.518199)
(-20.25228, 22.18542, -6.404953)
(-20.21598, 22.24096, -6.335297)
(-20.06438, 22.40669, -6.258961)
(-19.82224, 22.65281, -6.183425)
(-19.59668, 22.86906, -6.141216)
(-19.48229, 22.94954, -6.217586)
(-19.28491, 23.10948, -6.266043)
(-18.89503, 23.42525, -6.331352)
(-18.6268, 23.65846, -6.295768)
(-18.44125, 23.81218, -6.286889)
(-18.31974, 23.91388, -6.272245)
(-17.98136, 24.19032, -6.235384)
(-17.95266, 24.21521, -6.225432)
(-17.95266, 24.21521, -6.225432)
(-17.95266, 24.21521, -6.225432)
(-17.95266, 24.21521, -6.225432)
(-17.95266, 24.21521, -6.225432)
(-17.95266, 24.21521, -6.225432)
(-17.95266, 24.21521, -6.225432)
(-17.95266, 24.21521, -6.225432)
(-17.92808, 24.21521, -6.295891)
(-17.92808, 24.21521, -6.295891)
(-18.06894, 24.04013, -6.531945)
(-18.29141, 23.70986, -7.048892)
(-18.43058, 23.42525, -7.577718)
(-18.60189, 22.54379, -9.478128)
(-18.64794, 21.82092, -10.89697)
(-18.0452, 20.8688, -13.40155)
(-17.41892, 20.12272, -15.19549)
(-17.03643, 19.6652, -16.16696)
(-16.49776, 19.044, -17.385)
(-16.49776, 19.044, -17.385)
(-15.73975, 18.47434, -18.62547)
(-14.77953, 18.02454, -19.79218)
(-13.40068, 17.56903, -21.11609)
(-12.40562, 17.07481, -22.08395)
(-11.62203, 16.64147, -22.8095)
(-5.503268, 13.02247, -26.92907)
(-5.306635, 12.84232, -27.04809)
(-5.167835, 12.80623, -27.09071)
(-5.170727, 12.77012, -27.10587)
(-5.176483, 12.69783, -27.13604)
(-5.176483, 12.69783, -27.13604)
(-5.176483, 12.69783, -27.13604)
(-5.176483, 12.69783, -27.13604)
(-5.176483, 12.69783, -27.13604)
(-5.176483, 12.69783, -27.13604)
(-5.389447, 12.69784, -27.09455)
(-5.679152, 12.62547, -27.06651)
(-5.749994, 12.62547, -27.05155)
(-6.093471, 12.73399, -26.92923)
(-6.093471, 12.73399, -26.92923)
(-6.128714, 12.73399, -26.92122)
(-6.093471, 12.73399, -26.92923)
(-5.669733, 12.73399, -27.02161)
(-3.801598, 12.40791, -27.48468)
(-1.064003, 11.67768, -28.01527)
(3.597184, 11.45717, -27.88741)
(14.71318, 11.34667, -24.00976)
(21.04931, 11.34667, -18.7049)
(22.60678, 11.34667, -16.78929)
(26.35446, 11.34667, -9.919137)
(26.71192, 11.34667, -8.911793)
(26.71192, 11.34667, -8.911793)
(26.6885, 11.34667, -8.981686)
(26.64265, 11.27291, -9.199831)
(26.64265, 11.27291, -9.199831)
(26.64265, 11.27291, -9.199831)
(26.64265, 11.27291, -9.199831)
(26.64265, 11.27291, -9.199831)
(26.61713, 11.34667, -9.191022)
(26.15925, 11.56751, -10.19908)
(26.15925, 11.56751, -10.19908)
(26.19937, 11.75104, -9.89992)
(27.48615, 12.11673, -4.574949)
(25.78319, 13.23797, 9.244405)
(23.53698, 13.70228, 13.58906)
(9.817779, 15.07259, 24.6084)
(-0.4817233, 15.45262, 26.28478)
(-6.214829, 15.62437, 25.44609)
(-9.801839, 15.62437, 24.29098)
(-10.40288, 15.62437, 24.03971)
(-11.95288, 15.62437, 23.30786)
(-11.98339, 15.62437, 23.29219)
(-12.00957, 15.52139, 23.34308)
(-11.686, 15.59007, 23.46417)
(-11.36124, 15.65864, 23.58064)
(-11.36124, 15.65864, 23.58064)
(-11.36124, 15.65864, 23.58064)
(-11.36124, 15.65864, 23.58064)
(-10.83374, 15.65864, 23.8276)
(-10.74008, 15.65864, 23.86996)
(-9.949886, 15.96599, 24.02122)
(-7.833729, 16.54082, 24.43595)
(-4.376607, 17.17415, 24.88457)
(-2.520823, 17.5035, 24.92549)
(-1.308861, 17.56903, 24.97507)
(7.182835, 19.10669, 22.81567)
(9.64879, 19.54197, 21.51967)
(10.05837, 19.81851, 21.08774)
(10.03712, 19.87962, 21.0432)
(10.01581, 19.94059, 20.99852)
(9.98371, 20.03181, 20.93122)
(9.98371, 20.03181, 20.93122)
(9.98371, 20.03181, 20.93122)
(9.98371, 20.03181, 20.93122)
(9.98371, 20.03181, 20.93122)
(10.00035, 20.06215, 20.89564)
(10.01688, 20.09245, 20.86002)
(9.984345, 20.18317, 20.79227)
(9.984345, 20.18317, 20.79227)
(9.973466, 20.21335, 20.76962)
(9.973466, 20.21335, 20.76962)
(9.962571, 20.24349, 20.74693)
(9.131758, 20.51329, 20.87684)
(8.920012, 20.57288, 20.91257)
(8.845226, 20.63234, 20.8886)
(8.845226, 20.63234, 20.8886)
(8.797856, 20.69166, 20.85273)
(8.787828, 20.72127, 20.82896)
(8.787828, 20.72127, 20.82896)
(8.787828, 20.72127, 20.82896)
(8.705971, 20.72127, 20.86331)
(8.239581, 20.72127, 21.05186)
(6.747537, 20.66201, 21.63044)
(5.243308, 20.15297, 22.48714)
(4.141762, 19.78792, 23.01869)
(3.23463, 19.51108, 23.3854)
(0.3478328, 18.79203, 24.15207)
(-0.8250294, 18.66532, 24.23336)
(-2.781389, 18.34642, 24.31801)
(-5.077001, 17.9922, 24.19689)
(-6.066071, 17.73236, 24.15017)
(-7.013436, 17.3721, 24.14055)
(-7.32212, 17.24025, 24.13795)
(-8.252101, 16.84204, 24.10254)
(-9.126013, 16.57439, 23.96151)
(-9.718699, 16.43993, 23.81503)
(-10.11527, 16.3388, 23.71503)
(-12.46604, 15.96599, 22.81704)
(-13.78768, 15.96599, 22.04357)
(-15.44312, 15.89787, 20.96577)
(-15.44312, 15.89787, 20.96577)
(-18.07215, 15.89787, 18.74702)
(-20.79445, 16.13584, 15.44336)
(-23.45111, 16.13584, 10.99782)
(-24.80613, 16.13584, 7.454025)
(-25.24813, 16.13584, 5.782614)
(-25.91897, 16.10192, -0.373207)
(-25.96988, 15.96599, -1.258763)
(-25.96988, 15.96599, -1.258763)
(-26.00197, 15.89787, -1.396816)
(-26.03625, 15.89787, -0.4089926)
(-25.80231, 16.13584, 2.268768)
(-23.66706, 17.04164, 9.084943)
(-18.08127, 17.83001, 17.02405)
(6.203876, 19.63444, 22.67751)
(14.08048, 20.15297, 18.30038)
(21.2911, 20.92758, 7.041354)
(21.2911, 20.92758, 7.041354)
(22.14685, 21.16132, 1.742996)
(22.08289, 21.30629, -0.02891421)
(22.0236, 21.30629, -1.617322)
(21.81553, 21.30629, -3.425979)
(21.66421, 21.30629, -4.279813)
(19.22472, 21.30629, -10.86577)
(18.32908, 21.30629, -12.31665)
(17.39563, 21.30629, -13.6032)
(16.58373, 21.30629, -14.58201)
(16.41079, 21.30629, -14.77636)
(16.13726, 21.30629, -15.0746)
(16.13726, 21.30629, -15.0746)
(16.13726, 21.30629, -15.0746)
(16.13726, 21.30629, -15.0746)
(16.13726, 21.30629, -15.0746)
(16.13726, 21.30629, -15.0746)
(16.13726, 21.30629, -15.0746)
(16.54806, 21.16132, -14.82171)
(18.034, 20.80989, -13.50346)
(18.89904, 20.60262, -12.5922)
(23.28453, 19.91012, -0.4877588)
(19.19138, 19.48016, 13.79038)
(17.94432, 19.38722, 15.48908)
(17.7497, 19.26285, 15.85611)
(17.7497, 19.26285, 15.85611)
(17.67271, 18.94975, 16.29362)
(17.46738, 18.72874, 16.75059)
(17.2332, 18.53812, 17.18811)
(16.45065, 18.08915, 18.36674)
(15.52758, 17.83002, 19.38156)
(14.36406, 17.47069, 20.55213)
(14.12683, 17.30623, 20.84561)
(13.90196, 17.00845, 21.22417)
(13.38213, 16.43993, 21.9665)
(13.59362, 16.03401, 22.11769)
(13.71962, 16.00001, 22.06291)
(16.13294, 15.86377, 20.46452)
(18.03653, 15.86377, 18.8083)
(19.70419, 15.86377, 17.05325)
(20.42971, 16.034, 16.01892)
(21.23122, 16.37254, 14.59179)
(21.23369, 16.40625, 14.55259)
(21.17107, 16.60795, 14.42837)
(21.14248, 16.7753, 14.28761)
(21.09099, 16.87538, 14.25281)
(21.09099, 16.87538, 14.25281)
(21.09099, 16.87538, 14.25281)
(21.09099, 16.87538, 14.25281)
(21.09099, 16.87538, 14.25281)
(21.09099, 16.87538, 14.25281)
(21.09099, 16.87538, 14.25281)
(21.09099, 16.87538, 14.25281)
(21.09099, 16.87538, 14.25281)
(21.09099, 16.87538, 14.25281)
(21.12823, 16.87538, 14.19755)
(21.16404, 16.84204, 14.18144)
(21.18259, 16.84204, 14.15372)
(21.19981, 16.80868, 14.16523)
(21.217, 16.7753, 14.17671)
(21.217, 16.7753, 14.17671)
(21.217, 16.7753, 14.17671)
(21.217, 16.7753, 14.17671)
(21.217, 16.7753, 14.17671)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.23415, 16.74188, 14.18817)
(21.25127, 16.70844, 14.19961)
(21.30548, 16.67496, 14.15529)
(21.37662, 16.60794, 14.12204)
(21.37662, 16.60794, 14.12204)
(21.37662, 16.60794, 14.12204)
(21.37662, 16.60794, 14.12204)
(21.28199, 16.57439, 14.30088)
(20.70413, 16.5744, 15.12538)
(20.19816, 16.57439, 15.7947)
(17.63229, 16.43993, 18.72728)
(14.61456, 16.30504, 21.26429)
(12.75461, 16.30504, 22.42935)
(11.77413, 16.30504, 22.95922)
(11.44233, 16.30504, 23.12637)
(9.760956, 15.96599, 24.09861)
(9.249984, 15.82965, 24.38277)
(7.8331, 15.62437, 24.99541)
(7.549093, 15.55575, 25.12253)
(5.417819, 15.28025, 25.82096)
(4.954216, 15.17653, 25.97079)
(3.844082, 14.96844, 26.26986)
(3.775298, 14.96844, 26.27983)
(3.740897, 14.96844, 26.28475)
(3.740897, 14.96844, 26.28475)
(3.674601, 14.93368, 26.31254)
(3.642641, 14.89889, 26.33538)
(3.504708, 14.89889, 26.35409)
(3.401182, 14.89889, 26.36765)
(3.263084, 14.89889, 26.38509)
(2.958066, 14.79438, 26.47574)
(2.613019, 14.75949, 26.53014)
(1.991263, 14.6547, 26.63802)
(1.538727, 14.61972, 26.68587)
(0.8424188, 14.44448, 26.80553)
(0.8424188, 14.44448, 26.80553)
(3.382867E-05, 14.19818, 26.94082)
(-0.7074497, 14.02157, 27.01737)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.8488933, 14.02157, 27.01329)
(-0.7781742, 14.02157, 27.01542)
(-0.601341, 14.02157, 27.01994)
(-0.3183524, 14.02157, 27.02475)
(0.1415487, 14.02157, 27.02626)
(0.4953039, 14.02157, 27.02209)
(1.273163, 14.02157, 26.99662)
(2.014704, 14.02157, 26.95143)
(2.893621, 14.05694, 26.85411)
(5.217987, 14.23344, 26.41304)
(5.63222, 14.23344, 26.32782)
(5.63222, 14.23344, 26.32782)
(6.588945, 14.26867, 26.08694)
(7.952921, 14.44448, 25.61244)
(8.681392, 14.47958, 25.35615)
(9.045595, 14.47958, 25.22852)
(9.210511, 14.47958, 25.16878)
(9.702896, 14.47958, 24.98309)
(9.898814, 14.47958, 24.90611)
(10.18481, 14.51465, 24.77143)
(10.24963, 14.51465, 24.74469)
(10.50819, 14.51465, 24.63599)
(10.79769, 14.51465, 24.51049)
(10.79769, 14.51465, 24.51049)
(11.49896, 14.51465, 24.18942)
